stationID,stationName,security,regionID,constellationID,,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,,,,,,,,,,solarSystemID
60000037,Ney X - Moon 12 - CBD Corporation Storage,0.456754893,10000032,20000388,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002650
60000040,Eiluvodi VI - Moon 14 - CBD Corporation Storage,0.779535341,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003393
60000043,Eiluvodi VIII - Moon 2 - CBD Corporation Storage,0.779535341,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003393
60000046,Vorsk IV - Moon 1 - CBD Corporation Storage,0.604577938,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003399
60000049,Bongveber IX - Moon 10 - CBD Corporation Storage,0.911898089,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003397
60000052,Roleinn X - Moon 13 - CBD Corporation Storage,0.905099852,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003395
60000055,Freatlidur IX - Moon 15 - CBD Corporation Storage,0.826575873,10000042,20000495,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003394
60000058,Hatori X - Moon 12 - CBD Corporation Storage,0.572819732,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003082
60000061,Malpara II - CBD Corporation Storage,0.474423789,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003084
60000064,Hatori X - Moon 10 - CBD Corporation Storage,0.572819732,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003082
60000067,Ronne I - Moon 1 - CBD Corporation Storage,0.724133926,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003081
60000070,Hatori IX - Moon 8 - CBD Corporation Storage,0.572819732,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003082
60000073,Junsen V - Moon 20 - CBD Corporation Storage,0.809590822,10000038,20000450,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003083
60000076,Klingt VII - Moon 2 - CBD Corporation Storage,0.302146752,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002414
60000079,Weld IV - Moon 14 - CBD Corporation Storage,0.302036212,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002415
60000082,Klingt IV - Moon 1 - CBD Corporation Storage,0.302146752,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002414
60000085,Egbinger XI - Moon 3 - CBD Corporation Storage,0.034555197,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002420
60000088,Klingt V - CBD Corporation Storage,0.302146752,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002414
60000091,Klingt IX - Moon 3 - CBD Corporation Storage,0.302146752,10000028,20000355,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002414
60000094,Geffur VIII - Moon 10 - CBD Corporation Storage,0.709045687,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003429
60000097,Lumegen V - Moon 2 - CBD Corporation Storage,0.581070161,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003432
60000100,Oppold IX - Moon 6 - CBD Corporation Storage,0.671349174,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003430
60000103,Lumegen I - CBD Corporation Storage,0.581070161,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003432
60000106,Oppold IV - Moon 1 - CBD Corporation Storage,0.671349174,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003430
60000109,Geffur VII - Moon 3 - CBD Corporation Storage,0.709045687,10000042,20000500,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30003429
60000112,Arnon VIII - Moon 2 - CBD Corporation Storage,0.8,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005001
60000115,Adirain V - Moon 4 - CBD Corporation Storage,0.42368577,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005003
60000118,Attyn V - Moon 2 - CBD Corporation Storage,0.669496111,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005004
60000121,Lisbaetanne I - CBD Corporation Storage,0.3732626,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005007
60000124,Arnon XII - CBD Corporation Storage,0.8,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005001
60000127,Arnon X - Moon 8 - CBD Corporation Storage,0.8,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005001
60000130,Chibi VI - Moon 13 - CBD Corporation Storage,0.478673202,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004250
60000133,Pahineh VII - Moon 9 - CBD Corporation Storage,0.751878139,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004253
60000136,Avada II - CBD Corporation Storage,0.68934982,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004249
60000139,Haimeh IX - Moon 4 - CBD Corporation Storage,0.498554833,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004248
60000142,Chibi VIII - Moon 21 - CBD Corporation Storage,0.478673202,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004250
60000145,Haimeh II - CBD Corporation Storage,0.498554833,10000054,20000622,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004248
60000148,Dammalin VI - CBD Corporation Storage,0.478755802,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002513
60000151,Gulmorogod VI - Moon 4 - CBD Corporation Storage,0.376794038,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002517
60000154,Olfeim V - Moon 3 - CBD Corporation Storage,0.438684256,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002515
60000157,Gulmorogod VIII - Moon 25 - CBD Corporation Storage,0.376794038,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002517
60000160,Alakgur VIII - Moon 2 - CBD Corporation Storage,0.558835698,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002512
60000163,Alakgur IX - Moon 9 - CBD Corporation Storage,0.558835698,10000030,20000368,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30002512
60000166,Keba II - CBD Corporation Storage,0.472105063,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004295
60000169,Pserz VIII - Moon 3 - CBD Corporation Storage,0.383267219,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004293
60000172,Soza XII - Moon 14 - CBD Corporation Storage,0.275499512,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004292
60000175,Pserz XII - Moon 4 - CBD Corporation Storage,0.383267219,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004293
60000178,Vaini III - CBD Corporation Storage,0.228141726,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004289
60000181,Keba IX - Moon 1 - CBD Corporation Storage,0.472105063,10000054,20000627,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004295
60000184,Shesha III - CBD Corporation Storage,0.939664481,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001673
60000187,Hilaban VI - Moon 1 - CBD Corporation Storage,0.891444073,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001674
60000190,Hilaban IV - Moon 5 - CBD Corporation Storage,0.891444073,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001674
60000193,Hilaban III - Moon 3 - CBD Corporation Storage,0.891444073,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001674
60000196,Pimebeka VIII - Moon 9 - CBD Corporation Storage,0.684395769,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001669
60000199,Hilaban VIII - Moon 1 - CBD Corporation Storage,0.891444073,10000020,20000247,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001674
60000202,Khabara VII - Moon 15 - CBD Corporation Storage,0.34089375,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005032
60000205,Nebian II - CBD Corporation Storage,0.351496646,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005031
60000208,Ami V - Moon 1 - CBD Corporation Storage,0.438170999,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005035
60000211,Ami VI - CBD Corporation Storage,0.438170999,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005035
60000214,Fensi VI - Moon 10 - CBD Corporation Storage,0.396833384,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005030
60000217,Ami VII - Moon 1 - CBD Corporation Storage,0.438170999,10000065,20000736,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30005035
60000220,Sinid VI - CBD Corporation Storage,0.729366071,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001729
60000223,Zith IX - Moon 2 - CBD Corporation Storage,0.867338914,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001732
60000226,Ilas V - Moon 1 - CBD Corporation Storage,0.833348048,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001731
60000229,Tew IX - Moon 9 - CBD Corporation Storage,0.949794207,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001733
60000232,Sinid VI - Moon 2 - CBD Corporation Storage,0.729366071,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001729
60000235,Ilas VII - Moon 10 - CBD Corporation Storage,0.833348048,10000020,20000256,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001731
60000238,Inis-Ilix V - CBD Corporation Storage,0.909280859,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004102
60000241,Sonama VI - Moon 12 - CBD Corporation Storage,0.773735647,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004099
60000244,Inis-Ilix IV - Moon 1 - CBD Corporation Storage,0.909280859,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004102
60000247,Sonama VII - Moon 5 - CBD Corporation Storage,0.773735647,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004099
60000250,Kothe X - Moon 6 - CBD Corporation Storage,0.647332714,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004103
60000253,Suner VII - Moon 16 - CBD Corporation Storage,0.869107281,10000052,20000599,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30004101
60000256,Elonaya X - Moon 22 - CBD Corporation Storage,0.665782485,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001399
60000259,Nonni VI - CBD Corporation Storage,0.508041099,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001401
60000262,Nonni IV - CBD Corporation Storage,0.508041099,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001401
60000265,Piak II - Moon 3 - CBD Corporation Storage,0.741152174,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001403
60000268,Nonni III - CBD Corporation Storage,0.508041099,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001401
60000271,Elonaya X - Moon 11 - CBD Corporation Storage,0.665782485,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000002,,,,,,,,,,30001399
60000274,Gekutami V - Moon 1 - Prompt Delivery Storage,0.699187208,10000002,20000021,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000149
60000277,Jakanerva III - Moon 15 - Prompt Delivery Storage,0.743252265,10000002,20000021,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000148
60000280,Gekutami VII - Moon 3 - Prompt Delivery Storage,0.699187208,10000002,20000021,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000149
60000283,Mitsolen IV - Moon 9 - Prompt Delivery Storage,0.633705945,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000120
60000286,Jatate III - Moon 10 - Prompt Delivery Storage,0.637428133,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000121
60000289,Jatate IV - Moon 17 - Prompt Delivery Storage,0.637428133,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000121
60000292,Geras IX - Moon 7 - Prompt Delivery Storage,0.650146462,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000126
60000295,Shihuken VII - Moon 10 - Prompt Delivery Storage,0.874584975,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000130
60000298,Unpas VIII - Moon 11 - Prompt Delivery Storage,0.945964553,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000129
60000301,Hentogaira III - Moon 6 - Prompt Delivery Storage,0.56695828,10000002,20000027,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000188
60000304,Hentogaira IV - Prompt Delivery Storage,0.56695828,10000002,20000027,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000188
60000307,Kiainti IX - Moon 8 - Prompt Delivery Storage,0.528522107,10000002,20000027,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000003,,,,,,,,,,30000189
60000310,Elonaya X - Moon 21 - Ytiri Storage,0.665782485,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001399
60000313,Piak IV - Moon 22 - Ytiri Storage,0.741152174,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001403
60000316,Piak III - Moon 19 - Ytiri Storage,0.741152174,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001403
60000319,Aunenen VII - Moon 1 - Ytiri Storage,0.447790095,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001398
60000322,Auviken V - Moon 6 - Ytiri Storage,0.819647798,10000033,20000402,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002744
60000325,Oijamon III - Moon 12 - Ytiri Storage,0.816638767,10000033,20000402,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002746
60000328,Jeras VII - Moon 15 - Ytiri Storage,0.571340014,10000033,20000402,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002748
60000331,Jeras VII - Moon 1 - Ytiri Storage,0.571340014,10000033,20000402,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002748
60000334,Saatuban IX - Moon 1 - Ytiri Storage,0.549477346,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001386
60000337,Isikano VIII - Moon 7 - Ytiri Storage,0.67770076,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001387
60000340,Piekura VII - Moon 1 - Ytiri Storage,0.505969545,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001391
60000343,Isikano VII - Moon 5 - Ytiri Storage,0.67770076,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001387
60000346,Ouranienen IV - Ytiri Storage,0.693806491,10000016,20000200,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001370
60000349,Raussinen X - Moon 3 - Ytiri Storage,0.453232736,10000016,20000200,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001373
60000352,Uemisaisen VIII - Moon 10 - Ytiri Storage,0.60593052,10000016,20000200,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001368
60000355,Kino VII - Moon 13 - Perun Clade Porevitium Vault,-1,10000070,20000787,,0.5,0.05,4,0.00E+00,50000000,10000,113,1531,1000293,,,,,,,,,,30001372
60000358,Perimeter VI - Ytiri Storage,0.953123231,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000144
60000361,Jita IV - Moon 6 - Ytiri Storage,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000142
60000364,Jita V - Moon 14 - Ytiri Storage,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000142
60000367,Urlen VII - Moon 8 - Ytiri Storage,0.959995211,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000139
60000370,Tunttaras IX - Moon 11 - Ytiri Storage,0.885312215,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001379
60000373,Iidoken VI - Moon 8 - Ytiri Storage,0.843815746,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001374
60000376,Nourvukaiken VII - Moon 18 - Ytiri Storage,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001376
60000379,Tsuguwa IV - Moon 15 - Ytiri Storage,0.769323094,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30001375
60000382,Otanuomi IV - Moon 5 - Perun Clade Bioadaptation Chambers,-1,10000070,20000787,,0.5,0.05,4,0.00E+00,50000000,10000,106,1531,1000293,,,,,,,,,,30000192
60000385,Vouskiaho IV - Moon 1 - Ytiri Storage,0.500278963,10000002,20000027,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000193
60000388,Vouskiaho VI - Moon 14 - Ytiri Storage,0.500278963,10000002,20000027,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000193
60000391,Otanuomi VI - Moon 9 - The Convocation of Triglav Proving Complex,-1,10000070,20000787,,0.5,0.05,4,0.00E+00,50000000,10000,110,1531,1000298,,,,,,,,,,30000192
60000394,Ikuchi VI - Moon 15 - Ytiri Storage,0.986814623,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000138
60000397,Ohmahailen IV - Moon 2 - Ytiri Storage,0.663810823,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000136
60000400,Hirtamon VI - Moon 6 - Ytiri Storage,0.974726207,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000133
60000403,Ikuchi VI - Moon 6 - Ytiri Storage,0.986814623,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30000138
60000406,Iivinen X - Moon 2 - Ytiri Storage,0.737107685,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002766
60000409,Hatakani VIII - Moon 17 - Ytiri Storage,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002764
60000412,Hatakani VIII - Moon 11 - Ytiri Storage,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002764
60000415,Iivinen VIII - Moon 8 - Ytiri Storage,0.737107685,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002766
60000418,Oichiya VII - Moon 6 - Ytiri Storage,0.847664463,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002818
60000421,Saila VII - Moon 15 - Ytiri Storage,0.893456998,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002816
60000424,Aramachi II - Moon 2 - Ytiri Storage,0.489788584,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002817
60000427,Isenairos VII - Moon 4 - Ytiri Storage,0.8039991,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,26,1531,1000004,,,,,,,,,,30002815
60000430,Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve,0.729161139,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,9,4023,1000005,,,,,,,,,,30002801
60000433,Kusomonmon VI - Moon 4 - Hyasyoda Corporation Mining Outpost,0.847299954,10000033,20000411,,0.32,0.05,4,0.00E+00,50000000,10000,7,4023,1000005,,,,,,,,,,30002802
60000436,Kusomonmon IV - Moon 4 - Hyasyoda Corporation Mining Outpost,0.847299954,10000033,20000411,,0.32,0.05,4,0.00E+00,50000000,10000,7,4023,1000005,,,,,,,,,,30002802
60000439,Isikesu IV - Moon 14 - Hyasyoda Corporation Mining Outpost,0.670042126,10000033,20000411,,0.32,0.05,4,0.00E+00,50000000,10000,7,4023,1000005,,,,,,,,,,30002804
60000442,Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve,0.670042126,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,9,4023,1000005,,,,,,,,,,30002804
60000445,Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost,0.847299954,10000033,20000411,,0.32,0.05,4,0.00E+00,50000000,10000,7,4023,1000005,,,,,,,,,,30002802
60000448,Urlen VII - Moon 6 - Hyasyoda Corporation Refinery,0.959995211,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,8,4024,1000005,,,,,,,,,,30000139
60000451,Jita IV - Moon 6 - Hyasyoda Corporation Refinery,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,8,4024,1000005,,,,,,,,,,30000142
60000454,Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve,0.9639236,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,9,4023,1000005,,,,,,,,,,30000143
60000457,Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost,0.9639236,10000002,20000020,,0.32,0.05,4,0.00E+00,50000000,10000,7,4023,1000005,,,,,,,,,,30000143
60000460,Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve,0.9639236,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,9,4023,1000005,,,,,,,,,,30000143
